,pt1,name
0,0.42000000000000004,LinearRegression
1,0.44000000000000006,KNeighborsRegressor
2,0.38000000000000006,DecisionTreeRegressor
3,0.44000000000000006,RandomForestRegressor
4,0.43000000000000005,SVR
