,pt1,pt2,pt3,pt4,pt5,pt6,name
0,0.4000000000000001,0.4600000000000001,0.45000000000000007,0.5700000000000002,0.4800000000000001,0.4000000000000001,LinearRegression
1,0.34,0.4600000000000001,0.39000000000000007,0.43000000000000005,0.34,0.44000000000000006,KNeighborsRegressor
2,0.05,0.21000000000000002,0.34,0.060000000000000005,0.05,0.1,DecisionTreeRegressor
3,0.1,0.33,0.32000000000000006,0.31000000000000005,0.15000000000000002,0.5500000000000002,RandomForestRegressor
4,0.5000000000000001,0.4600000000000001,0.45000000000000007,0.31000000000000005,0.5500000000000002,0.6100000000000001,SVR
