name,case_disagreement,total_disagreement,pt1_disagreement,pt2_disagreement,pt3_disagreement,pt4_disagreement,pt5_disagreement,pt6_disagreement
layer1,0.92,0.385,0.49,0.4666666666666667,0.31,0.3433333333333333,0.29333333333333333,0.4066666666666667
layer2,0.7233333333333334,0.22444444444444445,0.19333333333333333,0.2633333333333333,0.22666666666666666,0.23666666666666666,0.18,0.24666666666666667
layer3,0.17333333333333334,0.03,0.0033333333333333335,0.11666666666666667,0.02,0.02666666666666667,0.0033333333333333335,0.01
layer2_exclusive,0.7862318840579711,0.5829725829725829,0.3945578231292517,0.5642857142857142,0.7311827956989247,0.6893203883495146,0.6136363636363636,0.6065573770491803
layer2_exclusive,0.23963133640552994,0.13366336633663367,0.017241379310344827,0.44303797468354433,0.08823529411764706,0.11267605633802817,0.01851851851851852,0.04054054054054054
